observation_id,replicate,trial_seed,state,age,condition,first_action_delta_rms,first_action_delta_ee6_rms,first_action_delta_gripper_abs,gripper_sign_changed
rep_06_S12_age_11,6,42006,S12,11,stale_hidden_fresh_ref,0.11844844106768074,0.12782650427330802,0.01313549280166626,0
rep_06_S12_age_11,6,42006,S12,11,fresh_hidden_fresh_ref,0.11524367792306109,0.12436183493975489,0.01313549280166626,0
rep_07_S8_age_08,7,42007,S8,8,stale_hidden_empty_ref,0.0,0.0,0.0,0
rep_07_S8_age_08,7,42007,S8,8,fresh_hidden_empty_ref,0.04139394668184325,0.04468609020302878,0.003623783588409424,0
rep_07_S8_age_08,7,42007,S8,8,stale_hidden_fresh_ref,0.7608746308268406,0.13941587689218923,1.98390793800354,1
rep_07_S8_age_08,7,42007,S8,8,fresh_hidden_fresh_ref,0.7595638727248274,0.13081171632522456,1.98390793800354,1
rep_07_S8_age_09,7,42007,S8,9,stale_hidden_empty_ref,0.0,0.0,0.0,0
rep_07_S8_age_09,7,42007,S8,9,fresh_hidden_empty_ref,0.13600735385596838,0.146617662724713,0.02248483896255493,0
rep_07_S8_age_09,7,42007,S8,9,stale_hidden_fresh_ref,0.7585332239775581,0.12548709041281364,1.9832111597061157,1
rep_07_S8_age_09,7,42007,S8,9,fresh_hidden_fresh_ref,0.7576161162862332,0.11955116117962368,1.9829574823379517,1
rep_07_S8_age_10,7,42007,S8,10,stale_hidden_empty_ref,0.0,0.0,0.0,0
rep_07_S8_age_10,7,42007,S8,10,fresh_hidden_empty_ref,0.1431458813992171,0.1543431348172034,0.02245849370956421,0
rep_07_S8_age_10,7,42007,S8,10,stale_hidden_fresh_ref,0.10213485780459633,0.11015197092558096,0.014831185340881348,0
rep_07_S8_age_10,7,42007,S8,10,fresh_hidden_fresh_ref,0.10201643778780194,0.11004384297021758,0.01391369104385376,0
rep_07_S8_age_11,7,42007,S8,11,stale_hidden_empty_ref,0.0,0.0,0.0,0
rep_07_S8_age_11,7,42007,S8,11,fresh_hidden_empty_ref,0.17281049607945304,0.18637872572848463,0.024941861629486084,0
rep_07_S8_age_11,7,42007,S8,11,stale_hidden_fresh_ref,0.10616340864972754,0.11449095924567124,0.015671849250793457,0
rep_07_S8_age_11,7,42007,S8,11,fresh_hidden_fresh_ref,0.11579690542241242,0.12493431243850874,0.014524757862091064,0
rep_07_S12_age_08,7,42007,S12,8,stale_hidden_empty_ref,0.0,0.0,0.0,0
rep_07_S12_age_08,7,42007,S12,8,fresh_hidden_empty_ref,0.7520386218070153,0.11970068700809952,1.9679850339889526,1
rep_07_S12_age_08,7,42007,S12,8,stale_hidden_fresh_ref,0.12028197446031243,0.12981460346850004,0.01277834177017212,0
rep_07_S12_age_08,7,42007,S12,8,fresh_hidden_fresh_ref,0.1170972416261712,0.12636548831118305,0.013150215148925781,0
rep_07_S12_age_09,7,42007,S12,9,stale_hidden_empty_ref,0.0,0.0,0.0,0
rep_07_S12_age_09,7,42007,S12,9,fresh_hidden_empty_ref,0.7547147730726246,0.1415139280073677,1.9664698243141174,1
rep_07_S12_age_09,7,42007,S12,9,stale_hidden_fresh_ref,0.09761826537858356,0.10530315067505978,0.013143777847290039,0
rep_07_S12_age_09,7,42007,S12,9,fresh_hidden_fresh_ref,0.09474816189705577,0.1021989402945679,0.013143777847290039,0
rep_07_S12_age_10,7,42007,S12,10,stale_hidden_empty_ref,0.0,0.0,0.0,0
rep_07_S12_age_10,7,42007,S12,10,fresh_hidden_empty_ref,0.7524589666908668,0.12251096591853612,1.9680721163749695,1
rep_07_S12_age_10,7,42007,S12,10,stale_hidden_fresh_ref,0.11137097273667224,0.12017612413234338,0.013063311576843262,0
rep_07_S12_age_10,7,42007,S12,10,fresh_hidden_fresh_ref,0.10337636447507852,0.11153008255113096,0.013151168823242188,0
rep_07_S12_age_11,7,42007,S12,11,stale_hidden_empty_ref,0.0,0.0,0.0,0
rep_07_S12_age_11,7,42007,S12,11,fresh_hidden_empty_ref,0.7483897270731807,0.12231750145048703,1.9572533965110779,1
rep_07_S12_age_11,7,42007,S12,11,stale_hidden_fresh_ref,0.11911179424969162,0.1285557053367131,0.012406468391418457,0
rep_07_S12_age_11,7,42007,S12,11,fresh_hidden_fresh_ref,0.11640409978246812,0.12562583452201287,0.012581706047058105,0
rep_08_S8_age_08,8,42008,S8,8,stale_hidden_empty_ref,0.0,0.0,0.0,0
rep_08_S8_age_08,8,42008,S8,8,fresh_hidden_empty_ref,0.058465381588674904,0.06312046512361234,0.004716694355010986,0
rep_08_S8_age_08,8,42008,S8,8,stale_hidden_fresh_ref,0.762586647014102,0.14993105329529807,1.983908474445343,1
rep_08_S8_age_08,8,42008,S8,8,fresh_hidden_fresh_ref,0.7611630468425185,0.14123942566557782,1.983908474445343,1
rep_08_S8_age_09,8,42008,S8,9,stale_hidden_empty_ref,0.0,0.0,0.0,0
rep_08_S8_age_09,8,42008,S8,9,fresh_hidden_empty_ref,0.08694319691587936,0.09368451841671831,0.015909194946289062,0
rep_08_S8_age_09,8,42008,S8,9,stale_hidden_fresh_ref,0.1275383031935551,0.13763055627379275,0.01446068286895752,0
rep_08_S8_age_09,8,42008,S8,9,fresh_hidden_fresh_ref,0.12987942360168933,0.14017470366898427,0.013673603534698486,0
rep_08_S8_age_10,8,42008,S8,10,stale_hidden_empty_ref,0.0,0.0,0.0,0
rep_08_S8_age_10,8,42008,S8,10,fresh_hidden_empty_ref,0.16546860336508404,0.17851948616964824,0.021065831184387207,0
rep_08_S8_age_10,8,42008,S8,10,stale_hidden_fresh_ref,0.11437178814118414,0.12337287886812097,0.015528619289398193,0
rep_08_S8_age_10,8,42008,S8,10,fresh_hidden_fresh_ref,0.12235328842072969,0.1320236633964561,0.014519095420837402,0
rep_08_S8_age_11,8,42008,S8,11,stale_hidden_empty_ref,0.0,0.0,0.0,0
rep_08_S8_age_11,8,42008,S8,11,fresh_hidden_empty_ref,0.13577457403445337,0.14639127745328828,0.021464109420776367,0
rep_08_S8_age_11,8,42008,S8,11,stale_hidden_fresh_ref,0.08899073004572551,0.0958993339220593,0.015979886054992676,0
rep_08_S8_age_11,8,42008,S8,11,fresh_hidden_fresh_ref,0.09233572930072295,0.09956109585539089,0.014378368854522705,0
rep_08_S12_age_08,8,42008,S12,8,stale_hidden_empty_ref,0.0,0.0,0.0,0
rep_08_S12_age_08,8,42008,S12,8,fresh_hidden_empty_ref,0.7520391188061829,0.12053870130033467,1.9676794409751892,1
rep_08_S12_age_08,8,42008,S12,8,stale_hidden_fresh_ref,0.12023474203765408,0.12976328603038897,0.012794137001037598,0
rep_08_S12_age_08,8,42008,S12,8,fresh_hidden_fresh_ref,0.11741550977399554,0.12670951387043317,0.013153254985809326,0
rep_08_S12_age_09,8,42008,S12,9,stale_hidden_empty_ref,0.0,0.0,0.0,0
rep_08_S12_age_09,8,42008,S12,9,fresh_hidden_empty_ref,0.7535125452613428,0.12962965860654174,1.9681577682495117,1
rep_08_S12_age_09,8,42008,S12,9,stale_hidden_fresh_ref,0.09668253948368251,0.1042915249779407,0.013124823570251465,0
rep_08_S12_age_09,8,42008,S12,9,fresh_hidden_fresh_ref,0.09327278309189876,0.10060353163632688,0.013124823570251465,0
rep_08_S12_age_10,8,42008,S12,10,stale_hidden_empty_ref,0.0,0.0,0.0,0
rep_08_S12_age_10,8,42008,S12,10,fresh_hidden_empty_ref,0.08777988832516405,0.09481311579228763,1.7881393432617188e-06,0
rep_08_S12_age_10,8,42008,S12,10,stale_hidden_fresh_ref,0.14351567554020697,0.15492927297876213,0.012600243091583252,0
rep_08_S12_age_10,8,42008,S12,10,fresh_hidden_fresh_ref,0.13834685551880935,0.1493375133091272,0.012992680072784424,0
rep_08_S12_age_11,8,42008,S12,11,stale_hidden_empty_ref,0.0,0.0,0.0,0
rep_08_S12_age_11,8,42008,S12,11,fresh_hidden_empty_ref,0.7495903925553995,0.11779258876771485,1.9621288776397705,1
rep_08_S12_age_11,8,42008,S12,11,stale_hidden_fresh_ref,0.11893177070376881,0.1283492702810323,0.013120651245117188,0
rep_08_S12_age_11,8,42008,S12,11,fresh_hidden_fresh_ref,0.11550460759331861,0.12464419303087597,0.013120651245117188,0
rep_09_S8_age_08,9,42009,S8,8,stale_hidden_empty_ref,0.0,0.0,0.0,0
rep_09_S8_age_08,9,42009,S8,8,fresh_hidden_empty_ref,0.0644198793393753,0.06955469153349289,0.004723906517028809,0
rep_09_S8_age_08,9,42009,S8,8,stale_hidden_fresh_ref,0.7608067427645833,0.138977579345299,1.9839102029800415,1
rep_09_S8_age_08,9,42009,S8,8,fresh_hidden_fresh_ref,0.7595323817915045,0.13059248283676234,1.9839102029800415,1
rep_09_S8_age_09,9,42009,S8,9,stale_hidden_empty_ref,0.0,0.0,0.0,0
rep_09_S8_age_09,9,42009,S8,9,fresh_hidden_empty_ref,0.1290526906125913,0.13916957527243182,0.019317209720611572,0
rep_09_S8_age_09,9,42009,S8,9,stale_hidden_fresh_ref,0.11531790885052065,0.12440247493598967,0.015221238136291504,0
rep_09_S8_age_09,9,42009,S8,9,fresh_hidden_fresh_ref,0.12018032471367823,0.1296918445102145,0.013539791107177734,0
rep_09_S8_age_10,9,42009,S8,10,stale_hidden_empty_ref,0.0,0.0,0.0,0
rep_09_S8_age_10,9,42009,S8,10,fresh_hidden_empty_ref,0.13081574995322945,0.14096684144244456,0.023652076721191406,0
rep_09_S8_age_10,9,42009,S8,10,stale_hidden_fresh_ref,0.10271951191781692,0.11077926963243015,0.015060126781463623,0
rep_09_S8_age_10,9,42009,S8,10,fresh_hidden_fresh_ref,0.1078220911529234,0.11632276892642593,0.013903379440307617,0
rep_09_S8_age_11,9,42009,S8,11,stale_hidden_empty_ref,0.0,0.0,0.0,0
rep_09_S8_age_11,9,42009,S8,11,fresh_hidden_empty_ref,0.2231616958992008,0.24060289208790972,0.035629868507385254,0
rep_09_S8_age_11,9,42009,S8,11,stale_hidden_fresh_ref,0.17229761713603106,0.18600885604872971,0.014474630355834961,0
rep_09_S8_age_11,9,42009,S8,11,fresh_hidden_fresh_ref,0.20140005648160494,0.21746051035209843,0.014122247695922852,0
rep_09_S12_age_08,9,42009,S12,8,stale_hidden_empty_ref,0.0,0.0,0.0,0
rep_09_S12_age_08,9,42009,S12,8,fresh_hidden_empty_ref,0.7475585106855996,0.07925720738534756,1.9683027863502502,1
rep_09_S12_age_08,9,42009,S12,8,stale_hidden_fresh_ref,0.13191588900032197,0.14238416848902968,0.013156890869140625,0
rep_09_S12_age_08,9,42009,S12,8,fresh_hidden_fresh_ref,0.1270569007975444,0.13713198539156646,0.013156890869140625,0
rep_09_S12_age_09,9,42009,S12,9,stale_hidden_empty_ref,0.0,0.0,0.0,0
rep_09_S12_age_09,9,42009,S12,9,fresh_hidden_empty_ref,0.7575026088236989,0.1594852449960743,1.965720772743225,1
rep_09_S12_age_09,9,42009,S12,9,stale_hidden_fresh_ref,0.1036437522365248,0.11181968201535143,0.01312798261642456,0
rep_09_S12_age_09,9,42009,S12,9,fresh_hidden_fresh_ref,0.09285163165791174,0.10014735500071423,0.013153791427612305,0
rep_09_S12_age_10,9,42009,S12,10,stale_hidden_empty_ref,0.0,0.0,0.0,0
rep_09_S12_age_10,9,42009,S12,10,fresh_hidden_empty_ref,0.7567762444775162,0.15899809396681716,1.9639983773231506,1
rep_09_S12_age_10,9,42009,S12,10,stale_hidden_fresh_ref,0.11059861570059422,0.11933946458047011,0.013150274753570557,0
rep_09_S12_age_10,9,42009,S12,10,fresh_hidden_fresh_ref,0.10936109775239215,0.1180014252634006,0.013150274753570557,0
rep_09_S12_age_11,9,42009,S12,11,stale_hidden_empty_ref,0.0,0.0,0.0,0
rep_09_S12_age_11,9,42009,S12,11,fresh_hidden_empty_ref,0.7524577668867913,0.13180383623011455,1.9644631147384644,1
rep_09_S12_age_11,9,42009,S12,11,stale_hidden_fresh_ref,0.11994343419638212,0.1294448358230681,0.013007640838623047,0
rep_09_S12_age_11,9,42009,S12,11,fresh_hidden_fresh_ref,0.12193552484103015,0.13159650355660188,0.013117432594299316,0
