observation_id,replicate,trial_seed,state,age,effect,effect_rms,effect_ee6_rms,effect_gripper_abs
rep_00_S12_age_08,0,42000,S12,8,hidden_ref_interaction,0.7479115997565363,0.08437759067633674,1.9679646492004395
rep_00_S12_age_09,0,42000,S12,9,hidden_effect_at_empty_ref,0.7477036404934055,0.08708839622517345,1.9667025208473206
rep_00_S12_age_09,0,42000,S12,9,hidden_effect_at_fresh_ref,0.019006803838875482,0.020529694530875848,0.0
rep_00_S12_age_09,0,42000,S12,9,ref_effect_at_stale_hidden,0.148386810904545,0.1601861983997512,0.013145744800567627
rep_00_S12_age_09,0,42000,S12,9,ref_effect_at_fresh_hidden,0.7732451582085041,0.2103795648588962,1.9798482656478882
rep_00_S12_age_09,0,42000,S12,9,hidden_ref_interaction,0.747126313337944,0.08110208697112141,1.9667025208473206
rep_00_S12_age_10,0,42000,S12,10,hidden_effect_at_empty_ref,0.7489075851575397,0.09354142062223735,1.9681305885314941
rep_00_S12_age_10,0,42000,S12,10,hidden_effect_at_fresh_ref,0.021775320520166046,0.023520034319319316,0.0
rep_00_S12_age_10,0,42000,S12,10,ref_effect_at_stale_hidden,0.12097943089607864,0.13056260098383798,0.0131378173828125
rep_00_S12_age_10,0,42000,S12,10,ref_effect_at_fresh_hidden,0.7686052874206595,0.1870178773463224,1.9812684059143066
rep_00_S12_age_10,0,42000,S12,10,hidden_ref_interaction,0.7484539298933953,0.08920480433320027,1.9681305885314941
rep_00_S12_age_11,0,42000,S12,11,hidden_effect_at_empty_ref,0.750934310684562,0.11458433882214576,1.9668601751327515
rep_00_S12_age_11,0,42000,S12,11,hidden_effect_at_fresh_ref,0.01612400916589497,0.017415920403819483,0.0
rep_00_S12_age_11,0,42000,S12,11,ref_effect_at_stale_hidden,0.11447337198902553,0.12352903000559946,0.013135552406311035
rep_00_S12_age_11,0,42000,S12,11,ref_effect_at_fresh_hidden,0.7698050631609148,0.1948571125227916,1.9799957275390625
rep_00_S12_age_11,0,42000,S12,11,hidden_ref_interaction,0.7504426489206016,0.11076268678993272,1.9668601751327515
rep_01_S8_age_08,1,42001,S8,8,hidden_effect_at_empty_ref,0.7518638362067361,0.10739415011368679,1.9717742204666138
rep_01_S8_age_08,1,42001,S8,8,hidden_effect_at_fresh_ref,0.004542493245877913,0.004906453475133969,0.0
